backend,idx,n_true,status,abs_dn,est_n
NN-UKF,81,0.976255142980505,ok,0.37959038467792194,0.596664758302583
Bekker-UKF,81,0.976255142980505,ok,0.3504461922229294,0.6258089507575756
MLP,81,0.976255142980505,ok,0.07614460079173713,1.052399743772242
Fused-UKF,81,0.976255142980505,ok,0.0307969116334309,1.0070520546139359
Bekker-UKF,83,0.9868196810729215,ok,0.2880087486404892,0.6988109324324323
MLP,82,0.9828536251165179,ok,0.058810738192834666,1.0416643633093525
Fused-UKF,82,0.9828536251165179,ok,0.015029240189604609,0.9978828653061225
NN-UKF,82,0.9828536251165179,ok,0.4190201554195482,0.5638334696969697
MLP,83,0.9868196810729215,ok,0.03696486240533936,1.0237845434782609
Bekker-UKF,82,0.9828536251165179,ok,0.3556819261198624,0.6271716989966555
Bekker-UKF,84,0.9933135406425473,ok,0.3116087112111091,0.6817048294314382
MLP,84,0.9933135406425473,ok,0.015980028130686774,1.009293568773234
NN-UKF,83,0.9868196810729215,ok,0.27258868107292156,0.714231
Fused-UKF,83,0.9868196810729215,ok,0.0013593604622345046,0.985460320610687
NN-UKF,84,0.9933135406425473,ok,0.29778118852987123,0.6955323521126761
Fused-UKF,84,0.9933135406425473,ok,0.02206117643202099,0.9712523642105263
Bekker-UKF,85,0.9964035312236086,ok,0.3612548714297942,0.6351486597938144
MLP,85,0.9964035312236086,ok,0.012942764930237383,1.009346296153846
MLP,86,1.0033578028708912,ok,0.023855141087077314,1.0272129439579685
Bekker-UKF,86,1.0033578028708912,ok,0.3329559627221923,0.6704018401486989
NN-UKF,85,0.9964035312236086,ok,0.3281149115052987,0.6682886197183099
Fused-UKF,85,0.9964035312236086,ok,0.012081131617309393,0.9843223996062992
NN-UKF,86,1.0033578028708912,ok,0.32109236179946254,0.6822654410714286
Fused-UKF,86,1.0033578028708912,ok,0.01209445635488371,0.9912633465160074
Fused-UKF,87,1.0080602322347396,ok,0.005751854764383779,1.0023083774703558
MLP,87,1.0080602322347396,ok,0.040971406141644184,1.0490316383763838
Bekker-UKF,87,1.0080602322347396,ok,0.36245726284698465,0.645602969387755
NN-UKF,87,1.0080602322347396,ok,0.4295687673909897,0.5784914648437499
MLP,88,1.017123787391586,ok,0.047405256564458265,1.0645290439560442
Fused-UKF,88,1.017123787391586,ok,0.016735506288711566,1.0338592936802975
Bekker-UKF,89,1.018460074811864,ok,0.43083130381949764,0.5876287709923663
Bekker-UKF,88,1.017123787391586,ok,0.3713018211753698,0.6458219662162161
MLP,89,1.018460074811864,ok,0.06753525731154797,1.085995332123412
